income,investment_percentage,goal,risk,return_rate,Goal_Feasibility,Duration_to_Achieve_Goal,Type_of_Goal
370532,45,short,high,10.11282127,Not Feasible,11,Upgrade clothing
466201,9,short,high,13.87079184,Not Feasible,7,Buy fancy shoes
962096,12,medium,low,3.509947763,Not Feasible,8,Buy home appliances
54845,38,medium,medium,6.980761914,Not Feasible,9,Build an emergency fund
943434,29,long,medium,7.918116003,Not Feasible,10,Save for a house down payment
264259,31,short,high,11.20360446,Not Feasible,11,Go on a vacation
907285,11,short,medium,7.371782538,Not Feasible,8,Upgrade clothing
118417,40,long,high,12.52010678,Not Feasible,9,Start a business
123436,36,short,medium,8.80444921,Not Feasible,13,Upgrade clothing
248198,25,short,low,3.682302669,Not Feasible,9,Go on a vacation
293303,22,long,low,3.665493085,Not Feasible,14,Buy a car
498288,6,long,medium,5.175867734,Not Feasible,7,Build a retirement fund
99788,46,medium,high,14.21709049,Not Feasible,13,Take a professional certification course
558291,9,medium,low,3.328062341,Not Feasible,12,Travel abroad for holiday
640010,48,medium,medium,9.385541573,Not Feasible,14,Buy home appliances
831571,46,long,high,14.24033596,Not Feasible,8,Save for a house down payment
246444,42,medium,medium,7.960309978,Not Feasible,7,Build an emergency fund
848884,32,short,high,10.06102725,Not Feasible,11,Buy fancy shoes
32205,35,medium,medium,7.152655679,Not Feasible,9,Save for higher education
761419,48,medium,medium,6.315349602,Not Feasible,10,Build an emergency fund
591243,28,medium,low,2.512243541,Not Feasible,11,Save for higher education
775523,37,long,high,12.6734063,Not Feasible,8,Save for children's education
279608,43,short,low,3.103113653,Not Feasible,12,Purchase a smartphone
748006,16,long,low,4.220406975,Not Feasible,11,Start a business
213729,43,short,low,2.738831693,Not Feasible,9,Purchase a smartphone
281984,13,medium,medium,7.778393372,Not Feasible,14,Buy a motorcycle
505832,19,medium,medium,7.524542657,Not Feasible,14,Travel abroad for holiday
312912,27,short,low,3.224839145,Not Feasible,9,Buy a laptop
936965,48,long,high,14.30856553,Feasible,13,Save for children's education
817359,49,long,medium,8.025695555,Not Feasible,10,Build a retirement fund
895054,26,medium,low,4.314626072,Not Feasible,8,Take a professional certification course
25329,40,short,medium,9.04909389,Not Feasible,9,Pay off a small loan
25791,14,short,low,2.444516643,Not Feasible,7,Purchase a smartphone
324771,32,short,medium,5.367838385,Not Feasible,14,Purchase a smartphone
401029,39,short,low,2.255117184,Not Feasible,9,Pay off a small loan
679732,33,medium,high,12.27417984,Not Feasible,10,Buy a motorcycle
496106,9,long,high,11.93064844,Not Feasible,9,Build a retirement fund
713829,8,medium,high,14.74894366,Not Feasible,12,Save for higher education
381698,19,short,high,12.14041013,Not Feasible,8,Upgrade clothing
140436,34,long,high,10.73246062,Not Feasible,9,Save for a house down payment
97073,30,medium,low,2.493418093,Not Feasible,11,Take a professional certification course
259894,27,short,medium,6.693848402,Not Feasible,14,Buy a laptop
306514,43,medium,low,4.550252939,Not Feasible,13,Take a professional certification course
61408,33,short,high,13.45025919,Not Feasible,7,Buy fancy shoes
363085,26,medium,low,4.309125921,Not Feasible,10,Save for higher education
426919,39,medium,low,2.943623175,Not Feasible,14,Buy a motorcycle
156306,22,medium,low,3.507566769,Not Feasible,13,Save for higher education
148604,39,short,low,4.695277528,Not Feasible,11,Purchase a smartphone
307560,37,long,high,13.37942011,Not Feasible,8,Save for a house down payment
82439,11,long,low,4.107660379,Not Feasible,11,Invest in a property
552530,38,short,low,2.432191619,Not Feasible,10,Buy a laptop
715614,14,long,low,3.926084143,Not Feasible,8,Invest in a property
875756,28,long,high,13.15945141,Not Feasible,7,Build a retirement fund
831681,29,medium,low,4.297851016,Not Feasible,9,Take a professional certification course
896556,48,medium,medium,8.335976382,Not Feasible,9,Save for higher education
891481,31,short,high,13.52569453,Not Feasible,9,Go on a vacation
249647,10,short,high,14.03229494,Not Feasible,12,Buy fancy shoes
881510,12,medium,low,4.265963142,Not Feasible,9,Buy home appliances
304438,25,short,high,13.42520232,Not Feasible,13,Buy a laptop
725144,45,short,medium,7.089189076,Not Feasible,9,Buy fancy shoes
406900,23,long,medium,5.614547847,Not Feasible,14,Start a business
427011,38,short,medium,6.590143373,Not Feasible,12,Pay off a small loan
527351,43,short,high,13.49953939,Not Feasible,7,Pay off a small loan
725661,47,medium,high,14.92448088,Not Feasible,9,Take a professional certification course
472403,27,short,medium,6.030488379,Not Feasible,8,Buy fancy shoes
151503,17,medium,high,10.76263216,Not Feasible,12,Build an emergency fund
478883,46,short,high,12.43390389,Not Feasible,14,Buy fancy shoes
361771,43,long,high,14.01770431,Not Feasible,9,Start a business
100381,32,medium,high,10.31515336,Not Feasible,9,Buy home appliances
362171,10,short,high,14.28987309,Not Feasible,13,Pay off a small loan
262641,16,short,low,2.530123798,Not Feasible,14,Go on a vacation
720732,7,long,high,12.7222578,Not Feasible,10,Build a retirement fund
866798,24,short,low,3.771447396,Not Feasible,12,Go on a vacation
104176,45,long,low,3.023470687,Not Feasible,11,Save for children's education
653955,46,medium,medium,7.605243761,Not Feasible,12,Buy home appliances
345014,49,medium,high,11.96319829,Not Feasible,8,Save for higher education
581675,12,short,high,14.61172974,Not Feasible,14,Go on a vacation
718287,30,medium,low,2.072063828,Not Feasible,13,Buy a motorcycle
805736,42,long,low,4.60480102,Not Feasible,12,Buy a car
516399,32,long,medium,5.385267118,Not Feasible,7,Buy a car
813464,39,short,low,3.632507209,Not Feasible,8,Buy a laptop
101291,48,long,low,4.99436825,Not Feasible,12,Start a business
909321,45,long,high,11.03635668,Not Feasible,13,Save for children's education
69486,45,long,high,12.13372904,Not Feasible,7,Start a business
599840,47,short,low,3.351377646,Not Feasible,12,Purchase a smartphone
432870,42,medium,medium,8.368036486,Not Feasible,10,Buy home appliances
49244,6,long,medium,6.563106816,Not Feasible,9,Save for children's education
409158,11,medium,high,14.12351229,Not Feasible,14,Build an emergency fund
60697,45,medium,medium,6.052546623,Not Feasible,14,Buy home appliances
922463,29,short,low,4.987443934,Not Feasible,11,Buy fancy shoes
799125,36,short,high,14.20413213,Not Feasible,13,Upgrade clothing
722111,16,medium,high,10.1691554,Not Feasible,12,Travel abroad for holiday
91098,15,short,low,4.101718708,Not Feasible,8,Upgrade clothing
540547,14,medium,high,10.7544842,Not Feasible,8,Buy a motorcycle
654034,39,long,high,14.0668962,Not Feasible,12,Start a business
517099,48,medium,medium,6.893094985,Not Feasible,8,Buy a motorcycle
117772,8,medium,high,11.27717852,Not Feasible,13,Travel abroad for holiday
127928,46,long,medium,5.466978368,Not Feasible,14,Save for a house down payment
932446,6,short,medium,6.359728738,Not Feasible,11,Upgrade clothing
57419,48,medium,high,10.28617677,Not Feasible,10,Buy home appliances
374236,32,short,high,14.95042034,Not Feasible,10,Upgrade clothing
328249,47,long,low,2.789784654,Not Feasible,14,Start a business
206979,18,medium,high,11.50604013,Not Feasible,9,Buy home appliances
692743,48,medium,high,11.76634193,Not Feasible,8,Build an emergency fund
33404,33,medium,high,12.1233331,Not Feasible,14,Save for higher education
869088,6,medium,high,11.66391733,Not Feasible,10,Save for higher education
146774,38,short,low,3.748806717,Not Feasible,10,Go on a vacation
477099,37,short,high,13.05059356,Not Feasible,7,Buy a laptop
110965,24,long,high,10.22679657,Not Feasible,12,Build a retirement fund
590620,34,short,high,12.81354964,Not Feasible,8,Go on a vacation
180491,46,medium,medium,9.358257604,Not Feasible,14,Take a professional certification course
755936,30,long,low,2.469937373,Not Feasible,10,Invest in a property
637470,24,medium,medium,6.651790935,Not Feasible,8,Travel abroad for holiday
383539,5,medium,high,13.0357585,Not Feasible,13,Build an emergency fund
899051,5,long,high,13.12452833,Not Feasible,7,Invest in a property
491294,29,medium,low,2.221939785,Not Feasible,11,Take a professional certification course
118269,37,medium,medium,7.130868112,Not Feasible,9,Save for higher education
870276,27,long,medium,5.188890188,Not Feasible,12,Buy a car
442458,15,short,high,14.6415741,Not Feasible,11,Buy a laptop
921415,48,long,medium,8.384874883,Not Feasible,14,Save for children's education
44142,19,long,medium,5.499109322,Not Feasible,14,Save for a house down payment
119699,18,long,high,13.26397639,Not Feasible,12,Build a retirement fund
630514,5,short,high,10.49352386,Not Feasible,10,Pay off a small loan
279537,37,long,medium,5.281514669,Not Feasible,10,Start a business
735299,10,short,high,11.07634921,Not Feasible,8,Buy a laptop
734442,27,medium,low,4.918743174,Not Feasible,10,Travel abroad for holiday
112281,30,long,high,12.89567139,Not Feasible,11,Save for children's education
432109,7,medium,medium,6.62711702,Not Feasible,12,Save for higher education
543676,10,medium,medium,5.328296828,Not Feasible,7,Save for higher education
521315,44,short,high,10.07799663,Not Feasible,10,Upgrade clothing
510508,29,medium,low,4.682583022,Not Feasible,14,Buy home appliances
72969,21,medium,high,12.40194812,Not Feasible,11,Travel abroad for holiday
570948,32,long,low,2.273675113,Not Feasible,9,Save for a house down payment
99244,36,medium,low,3.63557741,Not Feasible,9,Save for higher education
952230,33,long,low,2.195677859,Not Feasible,13,Start a business
613832,27,medium,low,3.215900278,Not Feasible,12,Travel abroad for holiday
766913,45,short,low,4.732338838,Not Feasible,7,Purchase a smartphone
204068,20,medium,low,4.77871064,Not Feasible,9,Build an emergency fund
403327,36,short,medium,9.762105557,Not Feasible,11,Upgrade clothing
649658,30,long,low,2.428204538,Not Feasible,7,Buy a car
551833,37,long,low,2.550085662,Not Feasible,11,Invest in a property
967672,23,medium,medium,9.254860696,Not Feasible,10,Save for higher education
667739,45,medium,low,2.307555302,Not Feasible,9,Save for higher education
236845,21,long,medium,5.061954043,Not Feasible,9,Save for children's education
514700,42,long,low,4.09719682,Not Feasible,10,Build a retirement fund
883778,18,long,medium,7.217977287,Not Feasible,14,Save for a house down payment
706480,22,short,high,14.01787122,Not Feasible,10,Pay off a small loan
289953,25,medium,medium,5.775369107,Not Feasible,14,Travel abroad for holiday
980317,43,long,high,12.18487169,Not Feasible,11,Invest in a property
477221,46,long,medium,9.083981219,Not Feasible,11,Invest in a property
300111,43,medium,high,11.29335733,Not Feasible,9,Take a professional certification course
937252,32,medium,high,12.35591586,Not Feasible,7,Save for higher education
33424,24,short,medium,8.110989487,Not Feasible,7,Buy a laptop
951418,10,long,low,4.160106356,Not Feasible,14,Build a retirement fund
760963,30,medium,high,12.6118639,Not Feasible,13,Take a professional certification course
904843,10,short,medium,8.614518348,Not Feasible,13,Pay off a small loan
743838,43,long,high,13.76465335,Not Feasible,9,Build a retirement fund
422707,30,short,medium,9.166736719,Not Feasible,10,Go on a vacation
190526,21,medium,high,14.54037478,Not Feasible,10,Buy a motorcycle
342213,44,short,medium,8.514510764,Not Feasible,14,Pay off a small loan
192997,6,long,low,4.691599887,Not Feasible,12,Build a retirement fund
885551,25,medium,high,10.30313868,Not Feasible,7,Save for higher education
571337,11,long,low,2.390023744,Not Feasible,12,Save for children's education
299965,48,short,medium,7.021703587,Not Feasible,11,Buy fancy shoes
892229,24,short,low,2.499262004,Not Feasible,8,Go on a vacation
695305,7,short,low,3.012139017,Not Feasible,10,Purchase a smartphone
944888,40,medium,medium,9.41793946,Not Feasible,11,Take a professional certification course
431626,47,short,medium,5.61336122,Not Feasible,7,Go on a vacation
87734,48,medium,low,3.906914946,Not Feasible,12,Buy a motorcycle
466982,23,short,medium,6.144515824,Not Feasible,12,Buy fancy shoes
235962,34,short,medium,7.45900836,Not Feasible,14,Purchase a smartphone
519622,15,medium,medium,6.979897718,Not Feasible,12,Travel abroad for holiday
410385,17,medium,low,4.593385246,Not Feasible,7,Take a professional certification course
967633,37,medium,high,12.69479575,Not Feasible,14,Save for higher education
369589,42,long,low,4.464613399,Not Feasible,14,Save for children's education
538118,6,short,high,12.0702321,Not Feasible,11,Pay off a small loan
983810,27,long,high,13.30850524,Not Feasible,11,Build a retirement fund
883372,24,short,high,14.54579872,Not Feasible,13,Go on a vacation
206339,34,short,high,10.74331092,Not Feasible,13,Pay off a small loan
168829,19,short,low,3.680703061,Not Feasible,11,Buy fancy shoes
73867,6,short,low,3.896141404,Not Feasible,12,Purchase a smartphone
963154,34,long,low,3.851637612,Not Feasible,11,Save for children's education
699126,29,short,high,12.75700825,Not Feasible,13,Purchase a smartphone
828851,8,long,low,4.383779024,Not Feasible,7,Build a retirement fund
813100,5,medium,low,2.176146185,Not Feasible,13,Buy a motorcycle
419462,12,long,high,13.31457954,Not Feasible,12,Save for a house down payment
34996,18,short,high,14.43118463,Not Feasible,7,Pay off a small loan
323456,15,long,medium,9.574491481,Not Feasible,10,Buy a car
668425,28,long,medium,5.887845729,Not Feasible,9,Save for a house down payment
282611,28,medium,low,3.805217108,Not Feasible,8,Take a professional certification course
978150,36,medium,low,2.840929708,Not Feasible,12,Take a professional certification course
251452,29,medium,low,4.168665217,Not Feasible,7,Build an emergency fund
686367,32,short,low,2.238400972,Not Feasible,8,Buy a laptop
733439,20,long,high,10.61956098,Not Feasible,13,Save for children's education
300846,46,long,high,13.36266973,Not Feasible,7,Build a retirement fund
628657,43,medium,medium,7.740177226,Not Feasible,7,Save for higher education
609857,20,short,high,14.47990735,Not Feasible,14,Pay off a small loan
326096,40,short,high,10.14120909,Not Feasible,12,Upgrade clothing
985569,16,short,low,4.104643212,Not Feasible,11,Pay off a small loan
568457,16,medium,medium,8.570922668,Not Feasible,9,Save for higher education
26829,38,short,high,14.14613719,Not Feasible,9,Buy a laptop
987639,42,short,high,13.85281163,Not Feasible,7,Upgrade clothing
14522,24,short,medium,7.594812565,Not Feasible,11,Purchase a smartphone
882119,19,medium,low,2.860841595,Not Feasible,12,Build an emergency fund
438535,26,medium,low,3.182443214,Not Feasible,10,Buy a motorcycle
392478,20,long,low,3.567683558,Not Feasible,9,Save for a house down payment
954047,28,long,high,10.02248126,Not Feasible,12,Save for children's education
128576,7,long,high,10.45237581,Not Feasible,10,Start a business
506336,5,medium,medium,7.711400085,Not Feasible,13,Buy a motorcycle
913851,48,long,high,14.97920565,Feasible,9,Save for a house down payment
171545,42,short,low,3.129479447,Not Feasible,10,Buy fancy shoes
804131,21,medium,low,4.396310779,Not Feasible,11,Travel abroad for holiday
78165,45,medium,high,11.91030361,Not Feasible,7,Travel abroad for holiday
443671,25,long,high,10.62223175,Not Feasible,11,Buy a car
609980,49,short,low,4.526159752,Not Feasible,14,Go on a vacation
551729,17,short,high,13.28768013,Not Feasible,11,Purchase a smartphone
40716,6,medium,high,10.66363229,Not Feasible,7,Travel abroad for holiday
596463,6,medium,medium,7.180223337,Not Feasible,7,Buy home appliances
16834,47,long,medium,6.127122835,Not Feasible,8,Start a business
526853,29,short,high,13.33370221,Not Feasible,11,Upgrade clothing
271609,32,medium,low,3.39361906,Not Feasible,10,Take a professional certification course
28179,30,short,low,2.895347837,Not Feasible,9,Upgrade clothing
298363,39,medium,high,12.78259998,Not Feasible,7,Build an emergency fund
113153,32,long,high,14.52654659,Not Feasible,7,Save for children's education
681142,37,medium,medium,7.075879157,Not Feasible,11,Build an emergency fund
484579,22,medium,low,4.897948608,Not Feasible,7,Buy home appliances
788263,18,medium,low,4.135113456,Not Feasible,14,Buy a motorcycle
609255,45,long,medium,8.013038472,Not Feasible,14,Invest in a property
898886,13,long,low,2.179228771,Not Feasible,9,Buy a car
543784,48,long,medium,9.05045302,Not Feasible,9,Start a business
754227,34,medium,low,4.017629611,Not Feasible,11,Buy a motorcycle
704598,7,medium,high,10.63462263,Not Feasible,9,Build an emergency fund
56025,38,short,medium,5.053042046,Not Feasible,12,Upgrade clothing
270281,37,long,medium,9.678497141,Not Feasible,9,Save for a house down payment
332030,31,long,low,2.595358252,Not Feasible,12,Save for children's education
426779,13,medium,medium,7.109832426,Not Feasible,10,Buy home appliances
800144,17,long,medium,7.094169173,Not Feasible,9,Save for a house down payment
366211,34,short,low,2.257901803,Not Feasible,13,Buy fancy shoes
317633,20,long,high,14.02078394,Not Feasible,11,Build a retirement fund
42664,46,long,low,3.810985373,Not Feasible,7,Save for a house down payment
776159,30,long,low,3.60526936,Not Feasible,11,Start a business
153492,9,short,low,4.58879666,Not Feasible,14,Purchase a smartphone
982114,31,short,medium,9.551501866,Not Feasible,13,Buy fancy shoes
801747,19,long,high,10.64332822,Not Feasible,13,Start a business
474133,32,short,medium,8.43798912,Not Feasible,9,Purchase a smartphone
871465,7,medium,low,2.804880374,Not Feasible,11,Save for higher education
235648,45,long,medium,8.902094009,Not Feasible,8,Invest in a property
652150,5,short,high,10.58394524,Not Feasible,7,Buy a laptop
501127,5,short,low,2.563979135,Not Feasible,9,Buy a laptop
613318,10,short,high,11.06489196,Not Feasible,10,Buy a laptop
73910,15,medium,low,3.86904376,Not Feasible,9,Travel abroad for holiday
762648,20,short,low,4.003912401,Not Feasible,8,Buy fancy shoes
988476,37,medium,low,4.755745223,Not Feasible,11,Buy a motorcycle
917507,28,medium,high,10.37063513,Not Feasible,9,Travel abroad for holiday
756253,36,short,low,4.052679489,Not Feasible,10,Upgrade clothing
328063,14,medium,medium,5.062457245,Not Feasible,9,Buy home appliances
746648,29,short,low,3.527911177,Not Feasible,14,Buy a laptop
506142,14,short,low,3.381470703,Not Feasible,13,Buy fancy shoes
407348,17,short,low,2.135123771,Not Feasible,14,Pay off a small loan
399297,5,long,medium,5.934018656,Not Feasible,13,Save for a house down payment
51598,39,medium,medium,9.009000592,Not Feasible,7,Buy a motorcycle
497028,18,medium,high,11.52038519,Not Feasible,9,Build an emergency fund
508515,25,short,low,3.44624578,Not Feasible,12,Pay off a small loan
948055,42,medium,high,11.97134588,Not Feasible,12,Build an emergency fund
864638,5,short,high,10.92808482,Not Feasible,10,Upgrade clothing
347044,24,medium,low,4.82294004,Not Feasible,12,Take a professional certification course
36296,9,medium,low,2.158872202,Not Feasible,12,Travel abroad for holiday
159138,44,short,medium,7.311138197,Not Feasible,11,Upgrade clothing
169964,48,short,medium,6.681755913,Not Feasible,11,Buy a laptop
609865,36,short,high,13.3337398,Not Feasible,7,Buy fancy shoes
739950,5,medium,low,3.940978053,Not Feasible,11,Buy a motorcycle
611461,49,long,high,13.483506,Not Feasible,9,Buy a car
479509,45,long,medium,7.495897408,Not Feasible,11,Save for a house down payment
74771,44,medium,high,10.55336111,Not Feasible,11,Save for higher education
510010,49,medium,low,3.509786627,Not Feasible,10,Take a professional certification course
954988,6,short,high,14.39616833,Not Feasible,11,Upgrade clothing
874297,35,short,high,11.64381915,Not Feasible,9,Pay off a small loan
109074,30,short,low,4.658468238,Not Feasible,13,Buy fancy shoes
533136,13,medium,low,4.108529177,Not Feasible,12,Buy home appliances
430331,34,short,low,4.845538893,Not Feasible,14,Buy a laptop
691398,12,short,medium,7.44064534,Not Feasible,10,Purchase a smartphone
570910,9,medium,high,11.39429895,Not Feasible,8,Save for higher education
308030,43,long,high,10.36616293,Not Feasible,11,Invest in a property
978788,8,short,low,2.024551995,Not Feasible,11,Purchase a smartphone
150973,44,long,low,4.712562388,Not Feasible,10,Start a business
852809,40,short,medium,7.822090004,Not Feasible,9,Purchase a smartphone
92910,25,short,low,2.322141756,Not Feasible,8,Purchase a smartphone
190934,37,short,medium,6.755621644,Not Feasible,13,Purchase a smartphone
391136,30,medium,medium,7.926662719,Not Feasible,8,Buy a motorcycle
523271,44,medium,medium,9.610233849,Not Feasible,13,Build an emergency fund
515042,43,short,low,4.223698325,Not Feasible,11,Go on a vacation
173878,15,short,high,12.09397513,Not Feasible,10,Upgrade clothing
683019,25,medium,low,2.119393637,Not Feasible,12,Save for higher education
164525,26,medium,high,13.20735877,Not Feasible,11,Take a professional certification course
958002,41,long,low,3.093312242,Not Feasible,13,Save for children's education
473609,11,medium,medium,5.349977991,Not Feasible,12,Buy home appliances
812744,46,short,high,14.15185123,Not Feasible,7,Pay off a small loan
797868,17,medium,low,4.809519584,Not Feasible,11,Take a professional certification course
824001,24,long,low,3.578115729,Not Feasible,7,Buy a car
462029,19,long,high,10.57979928,Not Feasible,7,Invest in a property
651075,42,short,medium,7.012126647,Not Feasible,10,Buy a laptop
624773,38,medium,medium,5.386161408,Not Feasible,12,Save for higher education
711346,40,long,high,14.0093076,Not Feasible,7,Buy a car
374699,29,long,low,3.623332974,Not Feasible,8,Save for a house down payment
718537,33,long,medium,6.966843525,Not Feasible,8,Save for children's education
412521,32,short,low,4.189672545,Not Feasible,12,Buy a laptop
42646,18,long,medium,9.184635584,Not Feasible,14,Buy a car
86126,8,medium,low,4.348756867,Not Feasible,9,Buy home appliances
524116,42,short,medium,9.105581865,Not Feasible,13,Go on a vacation
652210,11,medium,low,4.603790002,Not Feasible,14,Buy home appliances
265217,17,medium,low,3.404958025,Not Feasible,10,Build an emergency fund
836862,21,long,medium,8.296384447,Not Feasible,14,Invest in a property
394382,33,short,medium,7.952213516,Not Feasible,14,Upgrade clothing
602947,21,short,low,2.383581747,Not Feasible,13,Buy a laptop
649629,40,medium,high,11.19497597,Not Feasible,7,Buy a motorcycle
538446,23,short,low,2.515361812,Not Feasible,11,Pay off a small loan
84236,30,short,high,13.24576898,Not Feasible,10,Go on a vacation
86067,49,short,medium,9.316157245,Not Feasible,7,Go on a vacation
693098,13,short,high,13.79172725,Not Feasible,7,Buy fancy shoes
19879,6,long,low,3.131672202,Not Feasible,8,Save for a house down payment
146615,24,medium,medium,8.290572438,Not Feasible,10,Build an emergency fund
646572,27,medium,medium,7.049766493,Not Feasible,12,Take a professional certification course
188996,22,short,high,11.372456,Not Feasible,7,Purchase a smartphone
445564,30,short,medium,9.467732164,Not Feasible,9,Pay off a small loan
356261,29,medium,high,11.02354355,Not Feasible,13,Buy home appliances
964183,21,medium,low,3.903270458,Not Feasible,10,Build an emergency fund
220190,43,long,medium,8.753196815,Not Feasible,10,Save for children's education
578176,14,short,low,3.855640056,Not Feasible,12,Buy fancy shoes
826708,29,medium,high,10.60051653,Not Feasible,7,Travel abroad for holiday
539087,32,long,high,11.3480424,Not Feasible,10,Save for children's education
493843,30,long,low,2.043741372,Not Feasible,8,Build a retirement fund
759130,16,short,high,13.79341275,Not Feasible,8,Buy a laptop
384673,48,long,high,10.92536411,Not Feasible,11,Buy a car
921145,23,long,low,4.568624792,Not Feasible,8,Buy a car
523264,27,long,low,2.496385283,Not Feasible,11,Save for a house down payment
100141,18,long,medium,6.859050723,Not Feasible,11,Save for children's education
988062,21,long,medium,5.71083774,Not Feasible,7,Start a business
387157,19,short,low,3.598233835,Not Feasible,11,Upgrade clothing
964038,25,short,medium,7.968948767,Not Feasible,14,Purchase a smartphone
303812,42,short,high,11.14247442,Not Feasible,13,Buy a laptop
145183,34,short,medium,7.036347806,Not Feasible,7,Upgrade clothing
427902,23,medium,medium,5.585569739,Not Feasible,11,Build an emergency fund
213623,36,short,high,13.93914729,Not Feasible,9,Purchase a smartphone
868824,33,short,low,4.359689164,Not Feasible,11,Pay off a small loan
26490,26,short,high,11.29239276,Not Feasible,12,Purchase a smartphone
438410,24,long,medium,6.321156077,Not Feasible,10,Save for children's education
942001,42,long,high,13.04826036,Not Feasible,7,Buy a car
784426,42,long,low,3.826981171,Not Feasible,8,Build a retirement fund
456732,40,short,medium,8.666627276,Not Feasible,9,Buy fancy shoes
651507,5,medium,low,2.289585243,Not Feasible,13,Travel abroad for holiday
491946,23,medium,low,4.016056916,Not Feasible,13,Travel abroad for holiday
578392,47,short,high,13.677547,Not Feasible,9,Buy a laptop
539604,30,medium,low,2.836709341,Not Feasible,8,Take a professional certification course
48130,11,medium,high,11.29090567,Not Feasible,11,Buy a motorcycle
473445,38,short,high,13.32309428,Not Feasible,11,Purchase a smartphone
379438,40,long,medium,5.582904233,Not Feasible,7,Invest in a property
826386,10,medium,low,3.624735148,Not Feasible,8,Travel abroad for holiday
385581,41,long,low,3.505647991,Not Feasible,14,Buy a car
949156,26,short,low,4.017653415,Not Feasible,9,Purchase a smartphone
155250,13,long,low,3.818503463,Not Feasible,13,Invest in a property
192235,47,medium,low,4.443058021,Not Feasible,7,Save for higher education
942255,33,long,high,10.30434215,Not Feasible,11,Save for a house down payment
993465,21,long,medium,8.233293365,Not Feasible,13,Invest in a property
930548,17,long,medium,8.588103442,Not Feasible,8,Start a business
597453,21,short,low,4.37738864,Not Feasible,7,Purchase a smartphone
414696,14,short,high,11.85088972,Not Feasible,11,Buy a laptop
730799,29,short,high,11.46226792,Not Feasible,13,Purchase a smartphone
447090,22,short,low,3.993818619,Not Feasible,10,Buy a laptop
769893,48,long,medium,7.57517391,Not Feasible,14,Start a business
601063,19,medium,low,3.128987693,Not Feasible,14,Travel abroad for holiday
409782,31,long,high,13.72537407,Not Feasible,12,Invest in a property
357455,23,long,low,3.443243684,Not Feasible,7,Invest in a property
505733,19,long,low,3.373889549,Not Feasible,11,Save for children's education
587437,49,medium,low,3.075598018,Not Feasible,11,Build an emergency fund
930510,11,medium,high,10.24535789,Not Feasible,12,Buy a motorcycle
344705,47,medium,medium,9.167918559,Not Feasible,13,Buy home appliances
422639,44,long,low,3.028229211,Not Feasible,9,Invest in a property
624998,20,short,medium,7.182825238,Not Feasible,10,Buy a laptop
102199,28,short,medium,5.59041471,Not Feasible,14,Pay off a small loan
175024,27,long,high,13.0686708,Not Feasible,7,Save for children's education
561614,15,short,low,3.783616587,Not Feasible,8,Purchase a smartphone
913704,28,short,low,2.912870627,Not Feasible,7,Pay off a small loan
41139,9,long,medium,6.790794328,Not Feasible,9,Save for children's education
727463,43,long,medium,8.745828679,Not Feasible,14,Save for a house down payment
515950,34,short,medium,7.671606193,Not Feasible,8,Buy fancy shoes
201929,20,long,high,11.25052639,Not Feasible,9,Build a retirement fund
345782,24,short,high,12.8186461,Not Feasible,14,Pay off a small loan
344796,33,medium,medium,9.374806105,Not Feasible,8,Buy home appliances
547225,21,medium,high,14.98327616,Not Feasible,8,Build an emergency fund
268006,23,long,high,10.4528966,Not Feasible,12,Build a retirement fund
826593,30,short,high,12.23867643,Not Feasible,14,Buy a laptop
931887,19,medium,low,3.340720236,Not Feasible,12,Build an emergency fund
882288,29,long,high,14.71912539,Not Feasible,12,Save for children's education
519603,19,medium,medium,9.60142577,Not Feasible,9,Buy home appliances
342187,24,medium,low,3.347837634,Not Feasible,9,Buy a motorcycle
680095,34,long,medium,6.341095594,Not Feasible,12,Buy a car
69919,25,medium,high,13.22428057,Not Feasible,7,Travel abroad for holiday
354199,39,long,medium,5.602725878,Not Feasible,9,Buy a car
470777,48,long,medium,6.017317239,Not Feasible,12,Save for children's education
881887,10,medium,high,14.11005266,Not Feasible,12,Buy a motorcycle
440838,41,medium,medium,9.188082444,Not Feasible,11,Buy home appliances
310279,15,short,high,14.52358652,Not Feasible,10,Purchase a smartphone
701018,27,medium,high,13.72793176,Not Feasible,14,Travel abroad for holiday
881109,48,short,high,10.8343873,Not Feasible,9,Pay off a small loan
301840,43,long,medium,6.457965573,Not Feasible,14,Save for children's education
144845,13,medium,medium,7.314615773,Not Feasible,12,Build an emergency fund
34956,22,medium,medium,6.598629191,Not Feasible,13,Build an emergency fund
812251,40,long,low,3.602346186,Not Feasible,7,Start a business
273672,44,medium,medium,5.474198165,Not Feasible,8,Build an emergency fund
399925,40,short,high,14.76057949,Not Feasible,9,Buy fancy shoes
96491,32,medium,high,14.89722401,Not Feasible,9,Take a professional certification course
54588,23,short,low,2.219993086,Not Feasible,10,Buy fancy shoes
211657,34,medium,low,2.121139317,Not Feasible,12,Travel abroad for holiday
109152,42,medium,low,3.461552533,Not Feasible,14,Save for higher education
662160,19,long,low,2.430353556,Not Feasible,8,Save for a house down payment
423727,48,short,medium,5.69344992,Not Feasible,13,Buy a laptop
806551,16,long,medium,6.838137725,Not Feasible,8,Build a retirement fund
348037,6,long,high,14.79168003,Not Feasible,10,Build a retirement fund
26167,13,long,medium,9.684018195,Not Feasible,8,Invest in a property
721863,39,short,low,4.783638864,Not Feasible,11,Upgrade clothing
120782,5,long,low,2.504894708,Not Feasible,7,Buy a car
